region	organisationalform	subregion	country	sizeclass	generalfarmtype	principalfarmtype	farmcode	system	organicfarming	lessfavouredarea	altitudezone	structuralfunds	environmentalconstraintsarea	year	economicsize	uaaunderirrigation	commonageuaa	uaainowneroccupation	uaainsharecropping	totallabourinputawu	labourinputhours	unpaidlabourinputhours	paidlabourinputhours	totaluaa	renteduaa	cerealsuaa	otherfieldcropsuaa	energycropsuaa	vegetablesandflowersuaa	vineyardsuaa	permanentcropsuaa	orchardsuaa	olivegrovesuaa	otherpermanentcropsuaa	foragecropsuaa	agriculturalfallowsuaa	setasideuaa	woodlandarea	totallivestockunits	dairycowslus	othercattlelus	sheepandgoatslus	pigslus	poultrylus	wheatyield	maizeyield	stockingdensity	foragearea	grazinglivestock	milkyield	dairycows	dairyproducts	totaloutput	totaloutputcrops	cerealsvalue	proteincropsvalue	energycropsvalue	potatoesvalue	sugarbeetvalue	oilseedrapevalue	industrialcropsvalue	vegetablesandflowersvalue	fruitvalue	citrusfruitvalue	wineandgrapesvalue	olivesandoliveoilvalue	foragecropsvalue	othercropoutputvalue	totaloutputlivestock	changesinvalueoflivestock	cowsmilkandmilkproducts	beefandveal	pigmeat	sheepandgoats	poultrymeat	eggs	ewesandgoatsmilk	otherlivestockandproducts	otheroutput	totalinputs	totalintermediateconsumption	totalspecificcosts	seedsandplants	seedsandplantshomegrown	fertilisers	cropprotection	othercropspecific	feedforgrazinglivestock	feedforgrazinglivestockhomegrown	feedforpigspoultry	feedforpigspoultryhomegrown	otherlivestockspecificcosts	forestryspecificcosts	totalfarmingoverheads	machininerybuildingcurrentcosts	energy	contractwork	otherdirectinputs	depreciation	totalexternalfactors	wagespaid	rentpaid	interestpaid	taxes	vatbalanceexclinvest	balancesubsidiestaxesinvest	subsidiesoninvest	paymentstodairyoutgoers	vatoninvest	grossfarmincome	farmnetvalueadded	familyfarmincome	farmnetvalueaddedawu	awu	farmnetvalueaddedn	familyfarmincomefwu	fwu	familyfarmincomen	totalassets	totalfixedassets	landpermananentcropsquotas	buildings	machinery	breedinglivestock	totalcurrentassets	nonbreedinglivestock	stockofagriculturalproducts	othercirculatingcapital	totalliabilities	longmediumtermloans	shorttermloans	networth	changeinnetworth	averagefarmcapital	grossinvestment	netinvestment	cashflow1	cashflow2	balancecurrentsubsidiestaxes	totalsubsidiesexcludingoninvestm	totalsubsidiesoncrops	compensatorypaymentsareapayments	setasidepremiums	othercropssubsidies	totalsubsidiesonlivestock	subsidiesdairying	subsidiesothercattle	subsidiessheepgoats	otherlivestocksubsidies	othersubsidies	environmentalsubsidies	lfasubsidies	otherruraldevelopmentpayments	subsidiesonintermediateconsumpti	subsidiesonexternalfactors	decoupledpayments	singlefarmpayment	singleareapayment	additionalaid	farmsrepresented	samplefarms	exchangerate
441		4	"UKI"	8	4	41	216814	4110		2	1	2		1999	58520	0	0	20	0	2.136343	6448	6136	312	65	45	0	0		0	0	0	0	0	0	65	0	0	0	118.33	38.3	80.03	0	0	0	0	0	1.820462	65	118.33	5603.133	38.3	214600	77983.22	-464.231	0	0	0	0	0	0	0	0	0	0	0	0	-464.231	0	78447.45	-8922.371	60138.03	18309.42	0	0	0	0	0	0	0	74352.78	44360.37	28160.25	106.7731	0	5750.274	201.1668	649.9234	15118.46	1550.531	0	0	6333.658	0	16200.11	4996.673	4021.788	2265.447	4916.206	16051.56	13940.86	2133.915	8975.133	2831.809	434.8297	0	0	0	0	0	42681.55	26629.99	12689.13	12465.22	2.136343	26629.99	6344.565	2	12689.13	566052.3	535383.7	455850.1	1.547437	29410.58	50121.47	30668.65	28488.31	1856.924	323.4142	30948.73	1.547437	30948.73	535103.6	-10090.83	119723.6	6858.183	-9193.377	38127.29	21685.78	9058.694	9493.524	0	0	0	0	8504.712	0	6234.623	0	2270.09	988.812	988.812	0	0	0	0	0	0	0	0	27.07965	1	.64623
441		4	"UKI"	3	4	44	223105	4410		2	1	2		1999	5153	0	0	18	0	.9766567	2141	2080	61	18	0	0	0		0	0	0	0	0	0	18	0	0	0	10.16	0	0	10.16	0	0	0	0	.5644444	18	10.16	0	0	0	4881.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4881.244	-2806.422	0	0	0	4731.143	0	0	0	150.1014	0	10247.13	9676.121	6658.62	0	0	0	0	0	5318.54	0	0	0	1340.08	0	3017.501	526.1285	349.7207	185.6924	1955.96	153.1962	417.8079	417.8079	0	0	108.3206	0	0	0	0	0	-1780.471	-1933.667	-2351.475	-1979.884	.9766567	-1933.667	-2475.237	.95	-2351.475	257218	254927.8	246816.2	1.547437	775.2657	7334.85	2290.206	1516.488	0	773.7183	0	1.547437	0	257218	-2950.962	11878.9	-547.164	-700.3602	608.1426	608.1426	3014.407	3122.727	0	0	0	0	3122.727	0	0	2616.715	506.0118	0	0	0	0	0	0	0	0	0	0	270	1	.64623
441		4	"UKI"	7	4	41	223126	4110		2	1	2		1999	32186	0	0	20	0	1.019665	3165	3120	45	28.1	8.1	0	0		0	0	0	0	0	0	28.1	0	0	0	54.2	23.3	30.9	0	0	0	0	0	1.928826	28.1	54.2	3154.506	23.3	73500	34080.98	1083.206	0	0	0	0	0	0	0	0	0	0	0	0	1083.206	0	32997.78	888.4693	20819.21	12178.57	0	0	0	0	0	0	0	50085.88	29803.63	15799.33	0	0	5173.081	26.30642	83.56158	7608.746	1459.233	0	0	2907.634	0	14004.3	3659.688	2322.702	1997.741	6024.171	13736.6	6545.657	309.4873	2491.373	3744.797	400.7861	0	0	0	0	0	3876.57	-9860.025	-16405.68	-9669.869	1.019665	-9860.025	-16405.68	1	-16405.68	376301	356803.3	325958.3	1.547437	6394.008	24449.5	19497.7	11605.78	7737.184	154.7437	26834.1	1.547437	26834.1	349466.9	6989.772	50217.41	-783.6609	-14520.26	-4831.097	-23592.22	-400.7861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.23809	1	.64623
441		4	"UKI"	7	4	42	223199	4210		2	1	2		1999	42523	0	0	100	0	2.436606	6278	6240	38	108	8	0	0		0	0	0	0	0	0	108	0	0	0	148.84	0	148.84	0	0	0	0	0	1.378148	108	148.84	0	0	0	46876.73	-928.462	0	0	0	0	0	0	0	0	0	0	0	0	-928.462	0	46884.46	13011.08	0	46884.46	0	0	0	0	0	0	920.7248	53805.92	31183.94	18361.88	0	0	6686.474	0	40.23335	8221.531	0	0	0	3413.645	0	12822.06	5547.561	2635.285	0	4639.215	19527.1	3094.873	263.0642	2475.899	355.9104	481.2528	0	0	0	0	0	53334.18	33807.08	30712.21	13874.66	2.436606	33807.08	12690.99	2.42	30712.21	851379.6	785511.4	707604.1	1.547437	45409.53	32496.17	65868.19	64226.36	928.462	713.3683	0	1.547437	0	851379.6	11845.63	136894.8	7946.941	-11580.16	38156.7	18812.19	37641.4	38122.65	0	0	0	0	38122.65	0	29605.56	0	8517.092	0	0	0	0	0	0	0	0	0	0	33.125	1	.64623
441		4	"UKI"	8	4	41	223230	4110		2	1	2		1999	58729	0	0	34.4	0	1.051566	3498	3380	118	34.4	0	0	0		0	0	0	0	0	0	34.4	0	0	0	59.26	52.6	6.66	0	0	0	0	0	1.722674	34.4	59.26	5899.24	52.6	310300	89998.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88334.99	962.0744	84106.28	4228.713	0	0	0	0	0	0	1663.494	66974.61	48129.92	31730.19	0	0	4724.324	29.4013	74.27696	14963.71	998.0967	0	0	11938.47	0	16399.73	3198.552	4106.897	3481.732	5612.553	18038.47	806.2145	806.2145	0	0	405.4284	0	0	0	0	0	43333.98	25295.52	24489.3	24055.1	1.051566	25295.52	24489.3	1	24489.3	641861.3	633034.7	550820.9	1.547437	39580.34	42631.88	8826.579	3945.964	4642.31	238.3052	0	1.547437	0	641861.3	-17682.56	96061	1148.342	-16890.13	41263.95	41065.88	1465.422	1870.851	0	0	0	0	0	0	0	0	0	1870.851	1638.735	0	0	0	0	0	0	0	0	27.07965	1	.64623
441		4	"UKI"	7	4	41	223236	4110		2	1	2		1999	47480	0	0	26.2	0	2.264909	5777	5720	57	44.9	18.7	0	0		0	0	0	0	0	0	44.9	0	0	0	73.25	37.6	35.65	0	0	0	0	0	1.631403	44.9	73.25	6159.575	37.6	231600	80737.36	773.7183	0	0	0	0	0	0	0	0	0	0	0	0	773.7183	0	79649.51	-4159.66	69066.74	10582.77	0	0	0	0	0	0	314.1296	65594.29	46977.08	36234.78	0	0	6511.613	0	781.4555	22789.1	3439.952	0	0	6152.608	0	10742.31	1445.306	2342.819	2734.321	4219.86	9143.804	9473.407	386.8592	8769.323	317.2245	343.5309	0	0	0	0	0	36573.52	27429.71	17956.3	12110.74	2.264909	27429.71	8016.208	2.24	17956.3	493067.5	475117.2	398455.7	1.547437	26213.58	50446.43	17950.27	11605.78	6189.747	154.7437	0	1.547437	0	493067.5	-10374.02	100082	-259.9097	-9403.713	30117.76	27409.75	2813.24	3156.771	0	0	0	0	3156.771	0	3156.771	0	0	0	0	0	0	0	0	0	0	0	0	35.23809	1	.64623
441		4	"UKI"	7	4	41	223324	4110		2	1	2		1999	36692	0	0	32	0	1.35	4680	4680	0	32	0	0	0		0	0	0	0	0	0	32	0	0	0	55.93	25.5	30.16	.27	0	0	0	0	1.747813	32	55.93	6337.255	25.5	161600	68954.3	2321.155	0	0	0	0	0	0	0	0	0	0	0	0	2321.155	0	65975.49	1741.394	49869.24	16134.1	0	-27.85386	0	0	0	0	657.6606	56616.07	41192.77	24197.27	259.9694	0	4719.682	0	77.37183	14417.47	2065.828	0	0	4722.777	0	16995.5	4913.111	2266.995	4741.346	5074.045	14827.54	595.7631	0	0	595.7631	317.2245	0	1179.147	1179.147	0	0	33600.02	18772.48	19355.87	13905.54	1.35	18772.48	14337.68	1.35	19355.87	451145.9	433172.4	377630.3	1.547437	24978.72	30561.88	17973.48	8534.113	9284.62	154.7437	3094.873	1.547437	3094.873	448051	12365.57	74334.22	17930.12	3102.584	29786.61	5723.968	5838.479	6155.703	0	0	0	0	4162.604	230.5681	2228.309	0	1703.728	1993.098	1760.983	0	0	0	0	0	0	0	0	35.23809	1	.64623
441		4	"UKI"	7	4	43	223325	4310		2	1	2		1999	39243	0	0	66	0	1.055498	4027	3900	127	66	0	0	0		0	0	0	0	0	0	66	0	0	0	91.93	16.8	75.13	0	0	0	0	0	1.392879	66	91.93	4333.333	16.8	72800	41213.59	1547.437	0	0	0	0	0	0	0	0	0	0	0	0	1547.437	0	39666.16	1357.813	19613.76	20052.4	0	0	0	0	0	0	0	44990.17	25124.18	14825.99	0	0	4560.296	0	154.7437	7371.988	1525.773	0	0	2738.963	0	10298.19	3371.865	2748.248	92.8462	4085.233	17297.25	2568.745	866.5645	0	1702.18	444.1143	0	0	0	0	0	27602.34	10305.09	7736.347	9763.247	1.055498	10305.09	7736.347	1	7736.347	555870.2	523838.3	449429.8	1.547437	38227.88	36179.07	32031.94	21045.14	10832.06	154.7437	34043.61	1.547437	34043.61	521826.6	24090.49	93813.35	34171.14	16873.89	21919.44	-16068.58	11512.93	11957.04	0	0	0	0	11957.04	0	8209.151	0	3747.892	0	0	0	0	0	0	0	0	0	0	18	1	.64623
441		4	"UKI"	8	4	41	223338	4110		2	1	2		1999	53524	0	0	31.6	0	1.602673	4969	4940	29	33.6	2	0	0		0	0	0	0	0	0	33.6	0	0	0	66.1	46.1	19.67	.33	0	0	0	0	1.967262	33.6	66.1	5377.44	46.1	247900	87805.71	2321.155	0	0	0	0	0	0	0	0	0	0	0	0	2321.155	0	84509.67	2620.871	73628.59	10726.34	0	154.7437	0	0	0	0	974.8851	51022.08	39419.4	22857.19	324.9617	0	5199.387	147.0065	100.5834	9815.391	1530.415	0	0	7269.857	0	16562.21	5993.222	2543.986	3254.259	4770.747	10169.75	1432.926	194.977	618.9747	618.9747	304.845	0	0	0	0	0	48081.46	37911.71	36478.79	23655.3	1.602673	37911.71	22942.63	1.59	36478.79	524943.1	505909.7	437875.1	1.547437	24704.83	43328.23	19033.47	7272.952	11605.78	154.7436	0	1.547437	0	524943.1	9106.664	87888.21	8424.546	-1745.208	41141.7	26411.65	-304.845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.07965	1	.64623
441		4	"UKI"	9	4	41	223420	4110		2	1	2		1999	182838	0	0	41.7	0	2.644132	8869	7395	1474	78.7	37	0	0		0	0	0	0	0	0	78.7	0	0	0	205.84	160.3	45.54	0	0	0	0	0	2.615502	78.7	205.84	6066.75	160.3	972500	329844.2	-1547.437	0	0	0	0	0	0	0	0	0	0	0	0	-1547.437	0	330602.4	9691.928	308541.8	22060.59	0	0	0	0	0	0	789.1927	238633.3	123827.4	97890.84	46.4231	0	21210.71	476.6105	92.8462	61437.88	6011.792	0	0	14626.37	0	25936.59	9959.303	6138.681	937.7466	8900.855	54955.66	59850.21	10084.64	45932.56	3833.001	618.9747	0	0	0	0	0	205397.8	150442.1	90591.91	56896.6	2.644132	150442.1	45295.96	2	90591.91	1161645	1128375	836326.1	1.547437	141482.1	150565.6	33269.89	19188.21	13926.93	154.7437	38689.01	1.547437	38689.01	1122956	109238.2	309330.3	146203.7	91248.02	136553.5	-20686.13	-618.9747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.07965	1	.64623
441		4	"UKI"	8	4	41	223423	4110		2	1	2		1999	77018	0	0	61.9	0	1.270641	4753	4660	93	61.9	0	0	0		0	0	0	0	0	0	61.9	0	0	0	108.21	62.8	43.82	1.59	0	0	0	0	1.748142	61.9	108.21	4906.051	62.8	308100	105492.1	773.7183	0	0	0	0	0	0	0	0	0	0	0	0	773.7183	0	99573.16	2513.29	87614.32	11339.87	0	618.9747	0	0	0	0	5145.227	90316.14	53419.06	32397.13	1078.563	0	7997.153	0	925.3671	14762.55	3192.362	0	0	7633.505	0	21021.93	8715.163	2855.021	3969.175	5482.568	32858.27	4038.81	634.449	0	3404.361	428.64	0	2236.046	2236.046	0	0	53841.77	20983.49	19180.73	16514.11	1.270641	20983.49	15594.09	1.23	19180.73	774017	739462.8	648018.5	1.547437	39603.55	51839.13	34554.26	23567.46	10832.06	154.7437	0	1.547437	0	774017	29613.29	128679.4	12200.86	-20657.41	48541.54	-12210.82	1768.72	2197.36	0	0	0	0	2042.616	0	2042.616	0	0	154.7437	0	0	0	0	0	0	0	0	0	27.07965	1	.64623
441		4	"UKI"	8	4	41	223425	4110		2	1	2		1999	54424	0	0	54	0	1.599474	5248	4700	548	64	10	0	0		0	0	0	0	0	0	64	0	0	0	89.98	35.3	54.68	0	0	0	0	0	1.405938	64	89.98	6130.312	35.3	216400	91501.65	2166.411	0	0	0	0	0	0	0	0	0	0	0	0	2166.411	0	87664.01	309.6607	63724.99	23939.02	0	0	0	0	0	0	1671.232	87702.52	52360.61	32347.62	0	0	6929.421	328.0566	951.6735	14378.78	1364.839	0	0	9759.683	0	20013	5643.501	4554.106	3591.601	6223.79	26943.97	8397.938	3750.987	1934.296	2712.656	498.2746	0	0	0	0	0	51723.24	24779.28	16381.34	15492.14	1.599474	24779.28	12045.1	1.36	16381.34	678793.9	648835.6	555203.3	1.547437	34982.9	58647.85	29958.37	18971.57	10832.06	154.7437	4017.146	1.547437	4017.146	674776.8	29325.47	124905.2	25993.96	-950.0021	40412.86	-13934.67	12582.21	13080.48	0	0	0	0	13080.48	0	10013.46	0	3067.02	0	0	0	0	0	0	0	0	0	0	27.07965	1	.64623
441		4	"UKI"	6	4	42	223503	4210		2	1	2		1999	18436	0	0	64.5	0	1.35	3365	3365	0	70.6	6.1	0	0		0	0	0	0	0	0	70.6	0	0	0	67.56	0	61.57	5.99	0	0	0	0	.9569405	70.6	67.56	0	0	0	30433.78	2321.155	0	0	0	0	0	0	0	0	0	0	0	0	2321.155	0	27937.77	10185.57	0	24614.11	0	3252.479	0	0	0	71.18208	174.8603	31105.03	17322.01	7337.945	0	0	3639.571	0	160.9334	1969.887	0	0	0	1567.553	0	9984.062	1946.675	1906.442	2398.527	3732.417	9450.195	4332.823	0	3559.104	773.7183	352.8156	0	0	0	0	0	26766.36	17316.16	12983.34	12826.79	1.35	17316.16	9617.287	1.35	12983.34	646534.5	597808.8	561779.9	1.547437	17922.41	18105.01	48725.69	41424.88	6963.465	337.3412	23211.55	1.547437	23211.55	623322.9	27309.16	75387.24	26039.52	16589.32	9926.807	-13608.16	13654.58	14007.4	0	0	0	0	13156.31	0	8857.527	1648.02	2650.759	851.0901	0	0	0	0	0	0	0	0	0	113.75	1	.64623
441		4	"UKI"	8	4	41	223520	4110		2	1	2		1999	63754	0	0	70	0	1.782104	5885	5720	165	74.5	4.5	0	0		0	0	0	0	0	0	74.5	0	0	0	81.47	54.4	26.54	.53	0	0	0	0	1.093557	74.5	81.47	5161.765	54.4	280800	102743.7	2940.13	0	0	0	0	0	0	0	0	0	0	0	0	2940.13	0	99690.62	4291.146	85912.13	13552.55	0	225.9258	0	0	0	0	112.9629	103789.7	52224.44	34871.48	0	0	6584.343	0	170.218	22228.93	2678.613	0	0	5887.997	0	17352.96	3856.212	2517.679	4318.896	6660.167	31994.8	19570.43	1126.534	4990.483	13453.41	512.2015	0	0	0	0	0	50007.07	18012.27	-1558.164	10107.3	1.782104	18012.27	-911.2071	1.71	-1558.164	813321.9	796570.9	703133.6	1.547437	32002.54	61433.23	16751	5918.945	10677.31	154.7436	39131.58	1.547437	39131.58	774190.3	250813.2	109184.8	170999.8	139005	22922.18	-253057	-512.2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.07965	1	.64623
441		4	"UKI"	7	4	42	223521	4210		2	1	2		1999	33334	0	0	72	0	1.083029	4090	3900	190	72	0	0	0		0	0	0	0	0	0	72	0	0	0	91.6	0	72.6	19	0	0	0	0	1.272222	72	91.6	0	0	0	30156.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29772.7	9609.597	0	20715.34	0	8781.915	0	0	0	275.4437	383.7643	64746.3	33777.45	19949.55	0	0	5982.39	0	123.7949	8449.004	0	0	0	5394.364	0	13827.89	4688.733	4043.452	154.7437	4940.965	26447.24	4521.61	1299.847	0	3221.763	408.5233	0	4021.788	4021.788	0	0	31009.1	4561.858	4062.037	4212.129	1.083029	4561.858	4062.037	1	4062.037	737807	693147.9	586634.8	1.547437	61635.95	44875.66	44659.02	35219.66	9284.62	154.7437	3559.104	1.547437	3559.104	734247.9	27918.85	150274.7	8208.055	-18239.19	20899.68	-26588.06	34630.09	35038.61	0	0	0	0	28192.75	0	17725.89	3706.111	6760.751	6845.86	4487.566	0	0	0	0	0	0	0	0	33.125	1	.64623
441		4	"UKI"	7	4	41	223599	4110		2	1	2		1999	42340	0	0	41.9	0	1.764675	4798	4650	148	41.9	0	0	0		0	0	0	0	0	0	41.9	0	0	2.5	58.75	35.3	23.45	0	0	0	0	0	1.402148	41.9	58.75	6237.96	35.3	220200	69497.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69497.63	-1294.505	61657.61	7840.014	0	0	0	0	0	0	0	71892.36	44836.98	29282.14	54.16028	0	4577.318	120.7001	908.3453	14952.88	1558.269	0	0	8668.74	0	15554.83	6819.553	3110.348	564.8144	5060.118	23572.1	3483.28	1013.571	0	2469.709	396.1438	0	0	0	0	0	24264.51	692.4039	-2790.876	392.369	1.764675	692.4039	-1641.692	1.7	-2790.876	626037.2	609634.3	523502.5	1.547437	44117.42	42012.91	16402.83	8820.389	7427.696	154.7437	20116.68	1.547437	20116.68	605920.5	-13337.36	98138.43	19951.69	-3620.411	21642.45	9960.85	-396.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.23809	1	.64623
441		4	"UKI"	8	4	41	223619	4110		2	1	2		1999	78550	0	0	63.8	0	1.649431	4816	4680	136	67.3	3.5	0	0		0	0	0	0	0	0	67.3	0	0	0	100.43	66.3	34.13	0	0	0	0	0	1.492273	67.3	100.43	5386.124	66.3	357100	135573.8	974.8851	0	0	0	0	0	0	0	0	0	0	0	0	974.8851	0	130533.8	9671.216	105142.1	25391.63	0	0	0	0	0	0	4065.116	81718.59	47325.25	31440.82	1134.271	0	6182.009	164.0283	109.868	14739.33	1680.516	0	0	9111.307	0	15884.44	4086.78	3057.735	4812.528	3927.394	12715.29	21678.04	928.462	6186.652	14562.93	499.8221	0	3647.308	3647.308	0	0	89622.63	76907.34	58876.61	46626.57	1.649431	76907.34	37029.31	1.59	58876.61	895435.1	871508.6	793709.7	1.547437	9091.19	68706.19	23926.46	20580.91	3017.501	328.0566	0	1.547437	0	895435.1	213888.3	97907.87	20514.55	7799.26	61328.01	-159392.2	1374.124	1873.946	0	0	0	0	1873.946	0	1873.946	0	0	0	0	0	0	0	0	0	0	0	0	27.07965	1	.64623
441		4	"UKI"	8	4	41	223620	4110		2	1	2		1999	80566	0	0	60	0	1.069045	4238	4080	158	76	16	0	0		0	0	0	0	0	0	76	0	0	0	101	68.6	32.4	0	0	0	0	0	1.328947	76	101	7397.959	68.6	507500	171782.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165452.3	1673.102	148885.1	16567.18	0	0	0	0	0	0	6330.563	128513.1	89469.7	66128.16	0	0	9010.724	0	247.5899	44966.96	7556.133	0	0	11902.88	0	23341.54	5318.54	5284.496	5895.734	6842.765	19700.42	19342.96	1083.206	9748.851	8510.901	533.8657	0	0	0	0	0	81779.26	62078.84	42735.88	58069.42	1.069045	62078.84	42735.88	1	42735.88	974753.6	949429.8	824601.1	1.547437	49157.42	75669.66	25323.8	23134.18	1856.924	332.6989	30948.73	1.547437	30948.73	943804.8	95656.34	146034.7	28184.16	8483.747	60110.18	-54254.68	-533.8657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.07965	1	.64623
441		4	"UKI"	7	4	42	223698	4210		2	1	2		1999	30441	0	0	35	0	1.028842	3706	3640	66	56	21	0	0		0	0	0	0	0	0	56	0	0	0	87.16	0	71.21	15.95	0	0	0	0	1.556429	56	87.16	0	0	0	29807.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29807.74	4570.595	0	22576.76	0	7003.506	0	0	0	227.4732	0	46983.27	25213.93	12978.35	0	0	3723.133	0	147.0065	6491.497	0	0	0	2616.715	0	12235.58	1988.456	2582.672	4356.034	3308.42	10929.54	10839.79	448.7566	6135.586	4255.451	377.5746	0	0	0	0	0	19501.81	8572.267	-2267.528	8331.958	1.028842	8572.267	-2267.528	1	-2267.528	457355.8	423275	372963.2	1.547437	11902.88	38407.38	34080.75	31923.62	1856.924	300.2027	23211.55	1.547437	23211.55	434144.2	5015.242	82518.61	3524.315	-7405.23	4091.423	-7019.173	14908	15285.58	0	0	0	0	15285.58	0	10774.8	3941.321	569.4567	0	0	0	0	0	0	0	0	0	0	33.125	1	.64623
441		4	"UKI"	7	4	41	223699	4120		2	2	2		1999	41625	0	0	81.7	0	1.399381	4793	4680	113	81.7	0	0	0		0	0	0	0	0	0	81.7	0	0	0	69.39	22.6	44.01	2.78	0	0	0	0	.8493268	81.7	69.39	4469.026	22.6	101000	42643.23	773.7183	0	0	0	0	0	0	0	0	0	0	0	0	773.7183	0	41869.51	1399.397	27316.9	13547.93	0	983.0104	0	0	0	21.66411	0	42540.58	24198.81	14815.16	0	0	3404.361	173.3129	74.27696	6797.889	1114.154	0	0	4365.319	0	9383.656	2177.243	3015.954	286.2758	3904.183	15014.78	3326.989	773.7183	1624.808	928.462	410.0707	0	0	0	0	0	36411.7	21396.92	18069.93	15290.28	1.399381	21396.92	13385.14	1.35	18069.93	616881	606319.8	539944	1.547437	22581.74	43792.46	10561.25	4835.74	5416.028	309.4873	10058.34	1.547437	10058.34	606822.6	11427.82	77208.58	30101.29	15086.52	30493.79	5920.493	17967.29	18377.36	0	0	0	0	14657.32	0	9668.385	713.3683	4275.567	3720.038	3720.038	0	0	0	0	0	0	0	0	35.23809	1	.64623
441		4	"UKI"	7	4	42	223804	4210		2	1	2		1999	31655	0	0	78	0	1.826118	4934	4920	14	86	8	0	0		0	0	0	0	0	0	86	0	0	0	112.66	0	112.66	0	0	0	0	0	1.31	86	112.66	0	0	0	23772.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23772.51	-7061.717	0	23772.51	0	0	0	0	0	0	0	43532.49	30741.38	16997.04	0	0	4301.874	0	177.9552	8848.243	0	0	0	3668.972	0	13744.33	5693.02	2585.767	1172.957	4292.589	9448.648	3342.463	92.8462	1624.808	1624.808	591.1208	0	0	0	0	0	20634.3	11185.66	7843.193	6125.375	1.826118	11185.66	4309.446	1.82	7843.193	702681.7	669509.3	608843.6	1.547437	22287.73	38376.43	33172.4	32573.54	0	598.858	13926.93	1.547437	13926.93	688754.8	-14453.06	100150.9	3630.611	-5818.038	24353.56	22806.12	27603.18	28194.3	0	0	0	0	28194.3	0	21721.37	0	6472.928	0	0	0	0	0	0	0	0	0	0	33.125	1	.64623
441		4	"UKI"	7	4	42	223898	4210		2	1	2		1999	25432	0	0	43	0	1.026657	3441	3380	61	51	8	0	0		0	0	0	0	0	0	51	0	0	0	69.6	0	68.92	.68	0	0	0	0	1.364706	51	69.6	0	0	0	28876.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28876.01	10965.98	0	28404.04	0	471.9682	0	0	0	0	0	46472.62	21391.76	12763.26	507.5592	0	6363.06	0	136.1744	2653.854	0	0	0	3102.611	0	8628.507	2271.637	1555.174	942.3889	3859.307	20119.77	4961.082	417.8079	928.462	3614.812	454.9464	0	0	0	0	0	33058.73	12938.96	7977.88	12603.01	1.026657	12938.96	7977.88	1	7977.88	521794.1	493940.3	426249.2	1.547437	21575.91	46113.61	27853.86	19961.93	7737.184	154.7437	42681.4	1.547437	42681.4	479112.7	-2424.833	87316.44	12939.11	-7180.662	17131.67	10765.52	25574.49	26029.43	0	0	0	0	23876.95	0	17063.58	0	6813.364	2152.484	0	0	0	0	0	0	0	0	0	33.125	1	.64623
441		4	"UKI"	8	4	42	224003	4210		2	1	2		1999	55858	0	0	178.8	0	2.090458	7032	3825	3207	194.8	16	0	0		0	0	0	0	0	0	194.8	0	0	0	193.86	0	188.15	5.71	0	0	0	0	.9951745	194.8	193.86	0	0	0	78246.05	2321.155	0	0	0	0	0	0	0	0	0	0	0	0	2321.155	0	75924.9	34269.45	0	71151.55	0	4600.031	0	0	0	173.3129	0	116012.9	65261.59	34404.16	0	0	11831.7	0	167.1232	17484.49	0	0	0	4920.849	0	30857.44	11980.25	2307.228	9119.044	7450.908	22375.93	28375.35	16275.94	5349.489	6749.919	445.6618	0	0	0	0	0	66124.98	43749.05	15373.7	20927.97	2.090458	43749.05	15373.7	1	15373.7	1202416	1104215	964737	1.547437	60263.38	79213.28	98200.33	85666.09	12379.49	154.7437	54160.29	1.547437	54160.29	1148255	2912.275	219845.1	-44604.2	-66980.14	1159.03	13634.46	53140.52	53586.18	0	0	0	0	49005.77	0	35601.88	1262.708	12141.19	4580.413	0	0	0	0	0	0	0	0	0	36.25	1	.64623
